participant_no,avg_rwa,intro_elapse_t,test_elapse_t,survey_elapse_t,country_ip,education_level,urban_classification,gender,english_native,age,handedness,religion,sexual_preference,race,voted,married,family_size,survey_accurate,major
5180,5.7,402,266,198,NA,university degree,suburban,male,yes,52,right,christian (protestant),heterosexual,white or indigenous australian or native american,no,currently married,3,TRUE,business administration
5181,5.1,32,455,178,NA,university degree,urban,male,yes,23,right,christian (catholic),heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,linguistics / russian
5182,5,7,149,149,NA,university degree,urban,male,yes,41,both,christian (protestant),heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,english
5183,5,8,221,157,NA,high school,urban,female,no,17,right,other,heterosexual,white or indigenous australian or native american,no,never married,1,TRUE,NA
5184,4.85,2,88,95,NA,high school,suburban,female,yes,32,left,christian (other),other,white or indigenous australian or native american,no,currently married,2,TRUE,mathematics
5185,5.05,2,164,105,NA,graduate degree,urban,male,yes,43,left,jewish,heterosexual,white or indigenous australian or native american,no,currently married,3,TRUE,history
5186,5.6,7,165,116,NA,high school,rural,female,yes,26,right,other,bisexual,white or indigenous australian or native american,no,never married,1,TRUE,physical therapy assistant
5187,5.15,14,204,160,NA,high school,suburban,female,yes,29,right,atheist,heterosexual,white or indigenous australian or native american,yes,currently married,3,TRUE,NA
5188,3.65,2,186,135,NA,university degree,urban,female,yes,49,right,christian (protestant),heterosexual,white or indigenous australian or native american,yes,previously married,7,TRUE,NA
5189,5.3,11,265,145,NA,graduate degree,suburban,male,yes,51,left,atheist,homosexual,white or indigenous australian or native american,no,never married,4,TRUE,linguistics
5190,4.95,2,401,162,NA,university degree,suburban,male,yes,57,right,atheist,heterosexual,white or indigenous australian or native american,yes,currently married,5,TRUE,computer science
5191,5.3,83,327,200,NA,university degree,suburban,female,yes,31,right,christian (mormon),other,white or indigenous australian or native american,no,currently married,4,TRUE,theatre
5192,6.05,14,281,208,NA,university degree,rural,male,yes,70,right,agnostic,heterosexual,white or indigenous australian or native american,yes,currently married,3,TRUE,psychology
5193,4.75,70,166,92,NA,high school,suburban,male,yes,18,right,atheist,heterosexual,white or indigenous australian or native american,yes,never married,1,TRUE,computer science
5194,4.8,44,158,100,NA,university degree,suburban,female,no,35,right,agnostic,heterosexual,white or indigenous australian or native american,no,never married,1,TRUE,NA
5195,4.55,784,269,113,NA,less than high school,urban,male,yes,17,right,atheist,heterosexual,other,no,never married,1,TRUE,NA
5196,5,2,155,102,NA,less than high school,urban,male,yes,15,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
5197,4.4,19,202,155,NA,graduate degree,suburban,male,yes,47,right,christian (protestant),heterosexual,white or indigenous australian or native american,yes,currently married,2,TRUE,economics
5198,5,16,202,178,NA,graduate degree,suburban,female,yes,49,right,other,heterosexual,white or indigenous australian or native american,yes,currently married,2,TRUE,physiotherapist
5199,5.65,7,191,197,NA,graduate degree,rural,male,yes,57,right,christian (other),homosexual,white or indigenous australian or native american,yes,never married,2,TRUE,business
5200,4.6,15,772,200,NA,university degree,rural,male,yes,59,right,christian (other),heterosexual,white or indigenous australian or native american,no,currently married,5,TRUE,physical therapy
5201,5,7,127,106,NA,graduate degree,suburban,female,no,21,both,buddhist,homosexual,other,yes,never married,5,TRUE,NA
5202,5.1,2,176,128,NA,graduate degree,urban,male,yes,39,right,atheist,heterosexual,white or indigenous australian or native american,yes,currently married,2,TRUE,psychology
5203,5.1,8,156,143,NA,university degree,urban,male,yes,63,right,agnostic,heterosexual,white or indigenous australian or native american,yes,previously married,2,TRUE,economics
5204,5,6,162,177,NA,graduate degree,rural,female,yes,55,right,buddhist,heterosexual,white or indigenous australian or native american,yes,currently married,9,TRUE,psychology
5205,5.05,22,278,172,NA,university degree,suburban,female,yes,34,right,atheist,heterosexual,white or indigenous australian or native american,yes,currently married,2,TRUE,communications
5206,5.4,8,387,188,NA,university degree,rural,male,yes,25,right,agnostic,heterosexual,white or indigenous australian or native american,no,never married,3,TRUE,economics
5207,5,2,492,6,NA,high school,urban,female,yes,17,right,agnostic,bisexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
5208,4.45,276,732,197,NA,university degree,urban,female,yes,32,right,agnostic,heterosexual,white or indigenous australian or native american,yes,currently married,2,TRUE,nursing
5209,5.65,54,402,340,NA,university degree,urban,male,yes,65,right,christian (protestant),heterosexual,white or indigenous australian or native american,yes,never married,4,TRUE,history
5210,5.1,2,197,123,NA,high school,urban,other,no,32,right,atheist,other,white or indigenous australian or native american,yes,never married,3,TRUE,NA
5211,4.7,3,195,165,NA,graduate degree,suburban,male,yes,43,right,atheist,heterosexual,white or indigenous australian or native american,yes,currently married,4,TRUE,information technology
5212,4.85,13,384,190,NA,graduate degree,suburban,female,yes,66,right,atheist,heterosexual,white or indigenous australian or native american,yes,previously married,2,TRUE,medical technology
5213,5.4,5,227,307,NA,graduate degree,urban,female,no,33,right,agnostic,heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,political science
5214,4.7,21,313,166,NA,high school,urban,male,yes,35,right,christian (other),heterosexual,white or indigenous australian or native american,yes,previously married,9,TRUE,NA
5215,4.3,4,129,122,NA,university degree,suburban,male,yes,23,right,atheist,homosexual,white or indigenous australian or native american,no,never married,4,TRUE,computer science
5216,4.6,5,193,180,NA,university degree,suburban,male,yes,50,right,agnostic,heterosexual,white or indigenous australian or native american,yes,previously married,4,TRUE,psychology
5217,4.8,4,198,170,NA,less than high school,urban,male,yes,13,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,NA
5218,4.85,20,207,105,NA,graduate degree,suburban,female,yes,46,right,christian (protestant),heterosexual,white or indigenous australian or native american,no,currently married,2,TRUE,business
5219,4.6,5,278,235,NA,high school,urban,female,yes,48,right,agnostic,heterosexual,white or indigenous australian or native american,NA,currently married,2,TRUE,NA
5220,5.2,17,261,222,NA,university degree,suburban,male,yes,23,right,christian (protestant),heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,philosophy
5221,5.2,16,156,176,NA,graduate degree,urban,male,yes,28,right,atheist,heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,cellular biology
5222,3.6,8,194,100,NA,graduate degree,suburban,male,yes,26,right,christian (catholic),heterosexual,white or indigenous australian or native american,yes,never married,2,TRUE,history
5223,4.25,2,171,154,NA,university degree,suburban,male,yes,27,right,christian (catholic),heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,psychology
5224,4.9,23,224,280,NA,university degree,suburban,male,yes,30,right,other,homosexual,white or indigenous australian or native american,no,never married,1,TRUE,communication
5225,4.8,598,306,298,NA,graduate degree,suburban,male,yes,24,right,christian (catholic),heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,"music, romance languages"
5226,5.05,25,287,237,NA,university degree,suburban,female,yes,27,right,agnostic,heterosexual,white or indigenous australian or native american,no,never married,1,TRUE,performance studies
5227,5.05,2,263,194,NA,graduate degree,suburban,male,yes,30,right,atheist,heterosexual,other,no,never married,2,TRUE,physics
5228,4.95,39,545,262,NA,less than high school,rural,female,yes,36,right,agnostic,heterosexual,white or indigenous australian or native american,yes,currently married,1,TRUE,NA
5229,5,9,154,286,NA,graduate degree,suburban,male,yes,25,right,atheist,bisexual,white or indigenous australian or native american,no,never married,2,TRUE,philosophy
5230,5.1,4,263,115,NA,graduate degree,rural,male,yes,32,right,other,heterosexual,white or indigenous australian or native american,no,never married,3,TRUE,psychology
5231,4.55,82,233,209,NA,graduate degree,urban,male,yes,63,right,atheist,heterosexual,white or indigenous australian or native american,yes,previously married,3,TRUE,economics
5232,4.65,3,454,247,NA,university degree,urban,female,yes,54,right,agnostic,heterosexual,white or indigenous australian or native american,yes,currently married,3,TRUE,radio/tv/film
5233,4.3,6,445,244,NA,university degree,urban,male,yes,30,right,christian (other),heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,applied studies
5234,4.7,27,219,137,NA,NA,suburban,female,yes,29,right,christian (other),heterosexual,white or indigenous australian or native american,no,never married,2,TRUE,fashion merchandising
5235,5,2,283,144,NA,university degree,suburban,male,yes,52,right,christian (catholic),heterosexual,white or indigenous australian or native american,no,currently married,3,TRUE,chemistry
5236,4.8,5,201,195,NA,university degree,suburban,female,yes,39,left,other,heterosexual,white or indigenous australian or native american,no,currently married,2,TRUE,art history and english
5237,5,5,266,189,NA,university degree,suburban,male,yes,30,right,atheist,NA,white or indigenous australian or native american,no,never married,2,TRUE,journalism
5238,5.3,3,1392,319,NA,graduate degree,suburban,male,no,28,right,christian (protestant),heterosexual,white or indigenous australian or native american,no,never married,1,TRUE,economics
5239,5.2,31,244,151,NA,university degree,suburban,male,yes,33,right,agnostic,heterosexual,white or indigenous australian or native american,no,currently married,2,TRUE,political science
5240,5,4624,215,216,NA,high school,urban,female,yes,17,left,atheist,bisexual,white or indigenous australian or native american,yes,never married,2,TRUE,NA
5241,5.6,59,347,235,NA,high school,urban,female,yes,53,right,other,heterosexual,white or indigenous australian or native american,yes,previously married,3,TRUE,journalism
5242,6.05,5,411,212,NA,university degree,suburban,male,yes,32,right,christian (mormon),heterosexual,asian,yes,never married,3,TRUE,english
5243,5.1,9,154,133,NA,university degree,suburban,female,yes,37,right,atheist,heterosexual,white or indigenous australian or native american,no,currently married,0,TRUE,econmics
5244,5.6,9,198,161,NA,graduate degree,rural,male,yes,70,right,christian (catholic),heterosexual,white or indigenous australian or native american,yes,currently married,4,TRUE,dairy science
